,Abbrev,Court,Phases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS,Intermediate Appellate Courts,Yes,Nonbinding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,Yes,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Mississippi Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate to the empty seat on the bench. The governor receives a list of candidates vetted and recommended by the judicial nominating commission but is not required to select a candidate from the list. If less than half of the vacated term remains, the appointed judge serves the remainder of the unexpired term. If more than half of the term remains, the appointed judge holds office until Mississippi’s next general election more than nine months after she was appointed. During the election, multiple candidates may vie for the seat in a nonpartisan election. The elected judge serves the remainder of the unexpired term.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the vacancy is filled through a nonpartisan election, where multiple candidates may vie for the seat. The elected judge serves an eight-year term.</p>

<p><strong>Additional Terms:</strong>  A sitting judge approaching the end of her term may seek additional eight-year terms through participating in a nonpartisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve or an age at which they are prevented from holding office.</p>
"
Missouri,MO,Intermediate Appellate Courts,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Additional Terms:</strong> Once an appointed judge has at least one year of experience on the court, she stands in an unopposed yes/no retention vote at the time of Missouri’s next general election. If retained by the voting public she serves a 12-year term. She may stand for additional 12-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 70.</p>
"
Montana,MT,Intermediate Appellate Courts,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,<p>Montana has no intermediate appellate court.</p>
Nebraska,NE,Intermediate Appellate Courts,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Nebraska Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Additional Terms:</strong> Once an appointed judge has at least three years of experience on the court, she stands in an unopposed yes/no retention vote at the time of Nebraska’s next general election. If retained by the voting public she serves a six-year term. She may stand for additional six-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve or an age at which they are prevented from holding office.</p>
"
Nevada,NV,Intermediate Appellate Courts,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,No,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,No,No,No,No,No,Yes,Nonpartian,No,Nonpartisan Elections,No,No,Yes,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Nevada Court of Appeals becomes open in the middle of a judge's term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission. The appointed judge holds office until Nevada’s next general election. During the election, multiple candidates may vie for the seat in a nonpartisan election. The elected judge serves the remainder of the unexpired term.</p>

<p><strong>Filling a Vacancy at the End of a Judge's Term:</strong> When a seat becomes open at the end of a judge's term (for example, due to retirement), the vacancy is filled through a nonpartisan election, where multiple candidates may vie for the seat. The elected judge serves a six-year term.</p>

<p><strong>Additional Terms:</strong>  A sitting judge approaching the end of her term may seek additional six-year terms through participating in a nonpartisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve or an age at which they are prevented from holding office.</p>"
New Hampshire,NH,Intermediate Appellate Courts,,,,,,,,,,,Not Applicable, ,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,<p>New Hampshire has no intermediate appellate court.</p>
New Jersey,NJ,Intermediate Appellate Courts,No,No,Yes,Yes,Senate,,No,No,No,Yes,Hybrid,No,No,Yes,Yes,Senate,,No,No,No,Yes,Hybrid,No,No,Yes,Yes,Senate,,No,No,No,No,Hybrid,No,No,No,No,No,No,Yes,No,"<p><strong> Filling an Interim Vacancy:</strong> When a seat on the appellate division of the New Jersey Superior Court becomes open in the middle of a judge’s term, the chief justice of the state supreme court appoints a replacement judge from the trial division of the superior court to the empty seat on the bench. An appointed judge serves a seven-year term.</p>

<p><strong> Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the chief justice of the state supreme court appoints a judge from the trial division of the superior court to the empty seat on the bench. An appointed judge serves a seven-year term.</p>

<p><strong>Additional Terms:</strong> A sitting judge approaching the end of her first term may stand for reappointment in the same appointment process. A reappointed judge serves a second term until mandatory retirement at age 70.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 70.</p>
"
New Mexico,NM,Intermediate Appellate Courts,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,"Partisan, Retention",No,Hybrid,No,No,No,No,No,No,Yes,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the New Mexico Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission. An appointed judge serves until the next general election. During the election, multiple candidates may vie for the seat in a partisan election. The elected judge serves the remainder of the unexpired term.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Additional Terms:</strong> A sitting judge must compete in a partisan election during the first general election after her appointment. If she is successful in the partisan election, she serves the remainder of the seat's eight year term. A judge approaching the end of that full term may stand in an unopposed yes/no retention vote. If retained by the voting public (at least 57% affirmative votes) she serves another eight-year term. She may stand for additional eight-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve or an age at which they are prevented from holding office.</p>
"
New York,NY,Intermediate Appellate Courts,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,Yes,No,No,No,No,No,No,"<p><strong> Filling an Interim Vacancy:</strong> When a seat on the appellate division of the New York Supreme Court becomes open in the middle of a justice’s term, the governor appoints a replacement justice from a list of sitting trial court justices provided by the judicial nominating commission. An appointed justice serves a 5-year term or the remainder of their supreme court term, whichever is shorter.</p>

<p><strong> Filling a Vacancy at the End of a Justice’s Term:</strong> When a seat becomes open at the end of a justice’s term (for example, due to retirement), the governor appoints a replacement justice from a list of sitting trial court justices provided by the judicial nominating commission. An appointed justice serves a 5-year term or the remainder of their supreme court term, whichever is shorter.<p>

<p><strong>Additional Terms:</strong> A sitting justice approaching the end of her term may apply for appointment to additional terms in the same appointment process (meaning she must still hold her elected position of justice at the trial court), where she is considered alongside other applicants.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve but there is a mandatory retirement age of 70.</p>
"
North Carolina,NC,Intermediate Appellate Courts,No,No,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,Yes,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the North Carolina Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate to the empty seat on the bench. The appointed judge holds office until North Carolina’s next general election more than 60 days after the vacancy occurred. During the election, multiple candidates may vie for the seat in a partisan election. The elected judge serves the remainder of the unexpired term.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the vacancy is filled through a partisan election, where multiple candidates may vie for the seat. The elected judge serves an eight-year term.</p>

<p><strong>Additional Terms:</strong> A sitting justice approaching the end of her term may seek additional eight-year terms through participating in a partisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 72.</p>
"
North Dakota,ND,Intermediate Appellate Courts,No,No,No,No,No,,No,No,No,Yes,Supreme Court Appointment,No,No,No,No,No,,No,No,No,Yes,Supreme Court Appointment,No,No,No,No,No,,No,No,No,Yes,Supreme Court Appointment,No,No,No,No,No,Yes,No,No,"<p><strong>Selection:</strong> Judges of the North Dakota Court of Appeals are chosen by the state’s supreme court justices to hear cases specifically assigned to them. The court sits in three-member panels, and its judges are chosen from among retired district judges, retired supreme court justices, and attorneys.</p>

<p><strong>Age/Term Limits:</strong> There is no age limit for judges serving on the North Dakota Court of Appeals. Assignments to the court may be made for a set period, not to exceed one year, or to hear specific cases.</p>
."
Ohio,OH,Intermediate Appellate Courts,No,No,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,Yes,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Ohio Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate to the empty seat on the bench. The appointed judge holds office until Ohio’s next general election more than 40 days after the vacancy occurred, unless the remainder of the term concludes within a year of said election, in which case the appointed judge serves the remainder of the unexpired term. During the election, multiple candidates may vie for the seat in a partisan election. The elected judge serves the remainder of the unexpired term.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the vacancy is filled through a partisan election, where multiple candidates may vie for the seat. The elected judge serves a six-year term.</p>

<p><strong>Additional Terms:</strong>  A sitting judge approaching the end of her term may seek additional six-year terms through participating in a partisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve; however, a judge may not be appointed or elected after turning 70.</p>
"
Oklahoma,OK,Intermediate Appellate Courts,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the state courts of civil or criminal appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission. </p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Additional Terms:</strong> Once an appointed judge has at least one year of experience on the court, she stands in an unopposed yes/no retention vote at the time of Oklahoma’s next general election. If retained by the voting public she serves a six-year term. She may stand for additional six-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve or an age at which they are prevented from holding office.</p>
"
Oregon,OR,Intermediate Appellate Courts,No,No,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,Yes,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Oregon Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate to the empty seat on the bench. The appointed judge holds office until Oregon’s next general election. During the general election, multiple candidates may vie for the seat in a nonpartisan election. The elected judge serves a six-year term.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the vacancy is filled through a nonpartisan election, where multiple candidates may vie for the seat. The elected judge serves a six-year term.</p>

<p><strong>Additional Terms:</strong> A sitting judge approaching the end of her term may seek additional six-year terms through participating in a nonpartisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 75.</p>
"
Pennsylvania,PA,Intermediate Appellate Courts,No,No,Yes,Yes,Senate,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,No,No,No,Yes,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Pennsylvania Superior Court or the Commonwealth Court becomes open in the middle of a judge’s term, the governor appoints a judicial candidate to the empty seat on the bench. The governor’s selection must be confirmed by a two-thirds vote of the state Senate. The appointed judge holds office until the next municipal election more than 10 months after the vacancy opened, unless the remainder of the seat’s term runs out before then. During the election, multiple candidates may vie for the seat in a partisan election. The elected judge serves a 10-year term.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or the loss of a retention election), the vacancy is filled through a partisan election, where multiple candidates may vie for the seat. The elected judge serves a 10-year term.</p>

<p><strong>Additional Terms:</strong> An elected judge approaching the end of a full term may seek additional 10-year terms through standing in an unopposed yes/no retention vote.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 70.</p>
"
Rhode Island,RI,Intermediate Appellate Courts,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,<p>Rhode Island has no intermediate appellate court.</p>
South Carolina,SC,Intermediate Appellate Courts,Yes,Binding Commission,Yes,No,No,,Yes,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,No,No,No,,Yes,No,No,No,Legislative Appointment,Yes,Binding Commission,No,No,No,,Yes,No,No,No,Legislative Appointment,No,No,No,No,Yes,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the South Carolina Court of Appeals becomes open in the middle of a judge’s term, the Legislature votes to appoint a judicial candidate from a list provided by a judicial nominating commission. If less than one year remains of the unexpired term the governor may appoint a judicial candidate instead. The appointed judge serves the remainder of the unexpired term. </p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the Legislature votes to appoint a judicial candidate, selected from a list provided by a judicial nominating commission, to a six-year term.</p>

<p><strong>Additional Terms:</strong> A sitting judge approaching the end of a full term may stand for reappointment by the Legislature to additional six-year terms in the same appointment process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 72.</p>
"
South Dakota,SD,Intermediate Appellate Courts,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,<p>South Dakota has no intermediate appellate court.</p>
Tennessee,TN,Intermediate Appellate Courts,Yes,Binding Commission,Yes,Yes,House & Senate,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,Yes,House & Senate,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Tennessee Court of Appeals or the Court of Criminal Appeals becomes open in the middle of a judge’s term, the governor nominates a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state House and Senate.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or the loss of a retention election), the governor nominates a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state House and Senate.</p>

<p><strong>Additional Terms:</strong> Once an appointed judge has at least 30 days of experience on the court, she stands in an unopposed yes/no retention vote at the time of Tennessee’s next general election. If retained by the voting public she serves an eight-year term unless she was first appointed to fill an unexpired term, in which case she serves the remainder of the unexpired term. She may stand for additional eight-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve or an age at which they are prevented from holding office.</p>
"
Texas,TX,Intermediate Appellate Courts,No,No,Yes,Yes,Senate,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,Yes,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Texas Court of Appeals or the Court of Criminal Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate to the empty seat on the bench. The governor’s selection must be confirmed by a majority vote of the state Senate. The appointed judge holds office until Texas’ next general election. During the general election, multiple candidates may vie for the seat in a partisan election. The elected judge serves a six-year term.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the vacancy is filled through a partisan election, where multiple candidates may vie for the seat. The elected judge serves a six-year term.</p>

<p><strong>Additional Terms:</strong> A sitting judge approaching the end of her term may seek additional six-year terms through participating in a partisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve; however, a judge may not stand for election after turning 75. A judge who turns 75 during the first four years of her six-year term must vacate the seat at the end of the calendar year of the term’s fourth year. A judge who turns 75 in the final two years of the seat’s term is permitted to complete the remainder of her term.</p>
"
Utah,UT,Intermediate Appellate Courts,Yes,Binding Commission,Yes,Yes,Senate,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,Yes,Senate,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Utah Court of Appeals becomes open in the middle of a judge’s term, the governor nominates a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state Senate. </p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or the loss of a retention election), the governor nominates a judicial candidate from a list provided by a judicial nominating commission. The governor’s nominee must be confirmed by a majority vote of the state Senate.</p>

<p><strong>Additional Terms:</strong> Once an appointed judge has at least three years of experience on the court, she stands in an unopposed yes/no retention vote at the time of Utah’s next general election. If retained by the voting public she serves a six-year term. She may stand for additional six-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 75.</p>
"
Vermont,VT,Intermediate Appellate Courts,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,<p>Vermont has no intermediate appellate court.</p>
Virginia,VA,Intermediate Appellate Courts,No,No,Yes,No,No,,Yes,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,Yes,No,No,No,Legislative Appointment,No,No,No,No,No,,Yes,No,No,No,Legislative Appointment,No,No,No,No,Yes,No,No,No,"<p><strong> Filling an Interim Vacancy:</strong> When a seat on the Virginia Court of Appeals becomes open in the middle of a judge’s term, the Legislature votes to appoint a judicial candidate to fill the empty seat.  The appointed judge serves an eight-year term. If the Legislature is not in session, the governor may appoint a judicial candidate to serve until the next legislative session.</p>

<p><strong> Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the Legislature votes to appoint a judicial candidate to an eight-year term.</p>

<p><strong>Additional Terms:</strong> A sitting judge approaching the end of a full term may stand for reappointment by the Legislature to additional eight-year terms in the same appointment process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 70.</p>
"
Washington,WA,Intermediate Appellate Courts,No,No,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,Yes,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Washington Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate to the empty seat on the bench. The appointed judge holds office until Washington’s next general election. During the general election, multiple candidates may vie for the seat in a nonpartisan election. The elected judge serves the remainder of the unexpired term.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the vacancy is filled through a nonpartisan election, where multiple candidates may vie for the seat. The elected judge serves a six-year term.</p>

<p><strong>Additional Terms:</strong> A sitting judge approaching the end of her term may seek additional six-year terms through participating in a nonpartisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 75.</p>
"
West Virginia,WV,Intermediate Appellate Courts,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,No,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,No,No,No,No,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,Yes,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the West Virginia Intermediate Court of Appeals becomes open in the middle of a judge’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission. The appointed judge holds office until West Virginia’s next general election. During the general election, multiple candidates may vie for the seat in a nonpartisan election. The elected judge serves the remainder of the unexpired term.</p>
<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the vacancy is filled through a nonpartisan election, where multiple candidates may vie for the seat. The elected judge serves a 10-year term.</p>
<p><strong>Additional Terms:</strong> A sitting judge approaching the end of her term may seek additional 10-year terms through participating in a nonpartisan election, where multiple candidates may vie for the seat.</p>
<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a justice may serve or an age at which they are prevented from holding office.</p>
"
Wisconsin,WI,Intermediate Appellate Courts,Yes,Nonbinding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,No,No,No,,No,Yes,Nonpartisan,No,Nonpartisan Elections,No,No,Yes,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the state supreme court becomes open in the middle of a judge’s term, the governor appoints a judicial candidate to the empty seat on the bench. The governor receives a list of candidates vetted and recommended by the judicial nominating commission but is not required to select a candidate from the list. The appointed judge holds office until Wisconsin’s next spring election when no other judge is to be elected. If the vacancy occurs between December 1 and the date of the spring election, the appointed judge stands for election in the second succeeding spring election (or later, if another judge is to be elected) instead. During the election, multiple candidates may vie for the seat in a nonpartisan election. The elected judge serves a six-year term.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the vacancy is filled through a nonpartisan election, where multiple candidates may vie for the seat. The elected judge serves a six-year term.</p>

<p><strong>Additional Terms:</strong> A sitting judge approaching the end of her term may seek additional six-year terms through participating in a nonpartisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve or an age at which they are prevented from holding office.</p>
"
Wyoming,WY,Intermediate Appellate Courts,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,,,,,,,,<p>Wyoming has no intermediate appellate court.</p>
Alabama,AL,Trial Courts,Yes,Binding Commission,Yes,No,,,No,No,No,No,Varies,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,No,No,,No,Yes,Partisan,No,Partisan Elections,No,No,No,Yes,No,No,No,No,"<em>Judicial selection in the Alabama trial courts varies by county. In all counties, vacancies that open up before the end of a term are filled by the governor. However, in eight counties, the governor appoints from a list provided by a judicial nominating commission.</em>
<br>
<p><strong>Filling an Interim Vacancy:</strong> When a seat on an Alabama circuit court becomes open in the middle of a judge’s term, the governor appoints a judicial candidate to the empty seat on the bench. In eight counties the candidate must come from a list provided by a judicial nominating commission. The appointed judge holds office until Alabama’s next general election more than one year after she was appointed, unless the remainder of the seat’s term runs out before then. During the election, multiple candidates may vie for the seat in a partisan election. The elected judge serves a six-year term.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement), the vacancy is filled through a partisan election, where multiple candidates may vie for the seat. The elected judge serves a six-year term.</p>

<p><strong>Additional Terms:</strong>  A sitting judge approaching the end of her term may seek additional six-year terms through participating in a partisan election, where multiple candidates may vie for the seat.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve; however, a judge may not be appointed or elected after turning 70.</p>
"
Alaska,AK,Trial Courts,Yes,Binding Commission,Yes,No,,,No,No,No,No,Gubernatorial Appointment,Yes,Binding Commission,Yes,No,No,,No,No,No,No,Gubernatorial Appointment,No,No,No,No,No,,No,Yes,Retention,No,Retention Elections,Yes,No,No,No,No,No,No,No,"<p><strong>Filling an Interim Vacancy:</strong> When a seat on the Alaska Superior Court becomes open in the middle of a judge’s term, the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Filling a Vacancy at the End of a Judge’s Term:</strong> When a seat becomes open at the end of a judge’s term (for example, due to retirement or the loss of a retention election), the governor appoints a judicial candidate from a list provided by a judicial nominating commission.</p>

<p><strong>Additional Terms:</strong> Once an appointed judge has at least three years of experience on the court, she stands in an unopposed yes/no retention vote at the time of Alaska’s next general election. If retained by the voting public she serves a six-year term. She may stand for additional six-year terms in the same retention process.</p>

<p><strong>Age/Term Limits:</strong> There is no limit on the number of terms a judge may serve but there is a mandatory retirement age of 70.</p>
"
